Geography,product,unit,carbon footprint in kg CO2e,Source of information
Croatia,"electricity, low voltage",kWh,0.597637111,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Hungary,"electricity, low voltage",kWh,0.416554999,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Ireland,"electricity, low voltage",kWh,0.621019296,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Iceland,"electricity, low voltage",kWh,0.508542813,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Italy,"electricity, low voltage",kWh,0.633331794,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Lithuania,"electricity, low voltage",kWh,0.657462831,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Luxembourg,"electricity, low voltage",kWh,0.464927838,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Latvia,"electricity, low voltage",kWh,0.436942947,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Montenegro,"electricity, low voltage",kWh,0.5656722,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Malta,"electricity, low voltage",kWh,0.516580525,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Netherlands,"electricity, low voltage",kWh,0.595953808,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Norway,"electricity, low voltage",kWh,0.498032493,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Poland,"electricity, low voltage",kWh,1.101346686,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Portugal,"electricity, low voltage",kWh,0.377984687,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Romania,"electricity, low voltage",kWh,0.374938482,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Serbia,"electricity, low voltage",kWh,1.040169752,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Sweden,"electricity, low voltage",kWh,0.071547501,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Slovenia,"electricity, low voltage",kWh,0.79582736,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Slovakia,"electricity, low voltage",kWh,0.280253296,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Austria,"electricity, medium voltage",kWh,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Belgium,"electricity, medium voltage",kWh,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Bulgaria,"electricity, medium voltage",kWh,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Canada- Alberta,"electricity, medium voltage",kWh,0.005167666,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Canada- Ontario,"electricity, medium voltage",kWh,0.005167666,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Canada- Prince Edward,"electricity, medium voltage",kWh,0.005167666,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"electricity, medium voltage",kWh,0.004242175,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Czech Republic,"electricity, medium voltage",kWh,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Germany,"electricity, medium voltage",kWh,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Denmark,"electricity, medium voltage",kWh,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Spain,"electricity, medium voltage",kWh,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Finland,"electricity, medium voltage",kWh,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
France,"electricity, medium voltage",kWh,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Great Britain,"electricity, medium voltage",kWh,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Greece,"electricity, medium voltage",kWh,0.005167666,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Hungary,"electricity, medium voltage",kWh,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Indonesia,"electricity, medium voltage",kWh,0.005167666,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Ireland,"electricity, medium voltage",kWh,0.005167666,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Iceland,"electricity, medium voltage",kWh,0.005167666,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Italy,"electricity, medium voltage",kWh,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Japan,"electricity, medium voltage",kWh,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
South Korea,"electricity, medium voltage",kWh,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Luxembourg,"electricity, medium voltage",kWh,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Malaysia,"electricity, medium voltage",kWh,0.005167666,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Netherlands,"electricity, medium voltage",kWh,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Norway,"electricity, medium voltage",kWh,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Poland,"electricity, medium voltage",kWh,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Portugal,"electricity, medium voltage",kWh,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Serbia,"electricity, medium voltage",kWh,0.005167666,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Russia,"electricity, medium voltage",kWh,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"electricity, medium voltage",kWh,0.005167666,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Sweden,"electricity, medium voltage",kWh,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Slovenia,"electricity, medium voltage",kWh,0.005167666,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Slovakia,"electricity, medium voltage",kWh,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Turkey,"electricity, medium voltage",kWh,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Taiwan,"electricity, medium voltage",kWh,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,"electricity, high voltage",kWh,0.526309859,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Canada,"electricity, high voltage, aluminium industry",kWh,0.037955868,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
China,"electricity, high voltage, aluminium industry",kWh,1.134451649,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
"IAI Area, Africa","electricity, high voltage, aluminium industry",kWh,0.502964971,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
"IAI Area, Asia, without China and GCC","electricity, high voltage, aluminium industry",kWh,1.318468236,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
"IAI Area, EU27 & EFTA","electricity, high voltage, aluminium industry",kWh,0.159839996,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
"IAI Area, Gulf Cooperation Council","electricity, high voltage, aluminium industry",kWh,0.661748389,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Russia and Europe without EU27 and EFTA,"electricity, high voltage, aluminium industry",kWh,0.063835235,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
"IAI Area, South America","electricity, high voltage, aluminium industry",kWh,0.220529356,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"electricity, high voltage, aluminium industry",kWh,1.017335958,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Oceania,"electricity, high voltage, aluminium industry",kWh,0.893820091,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"electricity, high voltage",kWh,0.054541763,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Canada- Quebec,"electricity, high voltage",kWh,0.043354747,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Canada- Quebec,"electricity, high voltage",kWh,0.037531004,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Argentina,"electricity, high voltage",kWh,0.067092375,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Argentina,"electricity, high voltage",kWh,0.043354796,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"electricity, high voltage",kWh,0.006287599,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"electricity, high voltage, renewable energy products",kWh,0.006287599,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"electricity, high voltage",kWh,0.004213046,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"electricity, high voltage, renewable energy products",kWh,0.004213046,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Greece,"electricity, high voltage",kWh,0.110509482,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Montenegro,"electricity, high voltage",kWh,0.110509482,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Serbia,"electricity, high voltage",kWh,0.110509482,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Congo Democratic Republic,"electricity, high voltage",kWh,0.247702117,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Brazil-Southern grid,"electricity, high voltage",kWh,0.396761326,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Czech Republic,"electricity, high voltage",kWh,0.256311099,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Germany,"electricity, high voltage",kWh,0.256311099,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Hungary,"electricity, high voltage",kWh,0.256311099,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Italy,"electricity, high voltage",kWh,0.256311099,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Slovenia,"electricity, high voltage",kWh,0.256311099,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Russia,"electricity, high voltage",kWh,0.599626615,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Croatia,"electricity, high voltage",kWh,0.794197617,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Montenegro,"electricity, high voltage",kWh,0.794197617,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Serbia,"electricity, high voltage",kWh,0.794197617,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
France,"electricity, high voltage",kWh,0.203380655,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Great Britain,"electricity, high voltage",kWh,0.203380655,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Luxembourg,"electricity, high voltage",kWh,0.203380655,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Netherlands,"electricity, high voltage",kWh,0.203380655,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Greece,"electricity, high voltage",kWh,0.523171375,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Croatia,"electricity, high voltage",kWh,0.523171375,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
North Macedonia,"electricity, high voltage",kWh,0.523171375,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Romania,"electricity, high voltage",kWh,0.523171375,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Serbia,"electricity, high voltage",kWh,0.523171375,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Turkey,"electricity, high voltage",kWh,0.523171375,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Brazil-Northern grid,"electricity, high voltage",kWh,0.165851682,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
BR-South-eastern/Mid-western grid,"electricity, high voltage",kWh,0.165851682,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
BR-South-eastern/Mid-western grid,"electricity, high voltage",kWh,0.142359264,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Brazil-Southern grid,"electricity, high voltage",kWh,0.149213461,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Argentina,"electricity, high voltage",kWh,0.161740972,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Uruguay,"electricity, high voltage",kWh,0.161740972,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
IN-Eastern grid,"electricity, high voltage",kWh,0.006903064,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Lithuania,"electricity, high voltage",kWh,0.655709789,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Ukraine,"electricity, high voltage",kWh,0.655709789,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Canada- British Columbia,"electricity, high voltage",kWh,0.756564317,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Canada- Saskatchewan,"electricity, high voltage",kWh,0.756564317,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
US-WECC,"electricity, high voltage",kWh,0.756564317,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Canada- Alberta,"electricity, high voltage",kWh,0.073219839,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
US-WECC,"electricity, high voltage",kWh,0.073219839,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Canada- Ontario,"electricity, high voltage",kWh,0.049828187,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Canada- Saskatchewan,"electricity, high voltage",kWh,0.049828187,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
